file,genre,label
..\augmented_dataset\jazz\jazz_1417.npy,jazz,5
..\augmented_dataset\blues\blues_0375.npy,blues,0
..\augmented_dataset\blues\blues_1909.npy,blues,0
..\augmented_dataset\rock\rock_0361.npy,rock,9
..\augmented_dataset\metal\metal_1504.npy,metal,6
..\augmented_dataset\hiphop\hiphop_0300.npy,hiphop,4
..\augmented_dataset\metal\metal_1739.npy,metal,6
..\augmented_dataset\classical\classical_1120.npy,classical,1
..\augmented_dataset\country\country_0285.npy,country,2
..\augmented_dataset\reggae\reggae_1939.npy,reggae,8
..\augmented_dataset\rock\rock_1460.npy,rock,9
..\augmented_dataset\jazz\jazz_1892.npy,jazz,5
..\augmented_dataset\reggae\reggae_1490.npy,reggae,8
..\augmented_dataset\rock\rock_0516.npy,rock,9
..\augmented_dataset\pop\pop_0795.npy,pop,7
..\augmented_dataset\metal\metal_1338.npy,metal,6
..\augmented_dataset\reggae\reggae_1566.npy,reggae,8
..\augmented_dataset\reggae\reggae_0591.npy,reggae,8
..\augmented_dataset\rock\rock_0119.npy,rock,9
..\augmented_dataset\disco\disco_0419.npy,disco,3
..\augmented_dataset\blues\blues_1783.npy,blues,0
..\augmented_dataset\hiphop\hiphop_0071.npy,hiphop,4
..\augmented_dataset\disco\disco_1770.npy,disco,3
..\augmented_dataset\metal\metal_1181.npy,metal,6
..\augmented_dataset\reggae\reggae_1452.npy,reggae,8
..\augmented_dataset\hiphop\hiphop_1247.npy,hiphop,4
..\augmented_dataset\classical\classical_1233.npy,classical,1
..\augmented_dataset\pop\pop_0778.npy,pop,7
..\augmented_dataset\disco\disco_1560.npy,disco,3
..\augmented_dataset\metal\metal_1585.npy,metal,6
..\augmented_dataset\hiphop\hiphop_0283.npy,hiphop,4
..\augmented_dataset\rock\rock_0252.npy,rock,9
..\augmented_dataset\hiphop\hiphop_0120.npy,hiphop,4
..\augmented_dataset\pop\pop_0111.npy,pop,7
..\augmented_dataset\blues\blues_0239.npy,blues,0
..\augmented_dataset\disco\disco_1746.npy,disco,3
..\augmented_dataset\jazz\jazz_1947.npy,jazz,5
..\augmented_dataset\rock\rock_1485.npy,rock,9
..\augmented_dataset\disco\disco_0691.npy,disco,3
..\augmented_dataset\country\country_0831.npy,country,2
..\augmented_dataset\reggae\reggae_0469.npy,reggae,8
..\augmented_dataset\metal\metal_0823.npy,metal,6
..\augmented_dataset\metal\metal_0042.npy,metal,6
..\augmented_dataset\metal\metal_0865.npy,metal,6
..\augmented_dataset\rock\rock_1658.npy,rock,9
..\augmented_dataset\reggae\reggae_0023.npy,reggae,8
..\augmented_dataset\disco\disco_0081.npy,disco,3
..\augmented_dataset\country\country_1414.npy,country,2
..\augmented_dataset\metal\metal_1422.npy,metal,6
..\augmented_dataset\pop\pop_0376.npy,pop,7
..\augmented_dataset\reggae\reggae_1980.npy,reggae,8
..\augmented_dataset\metal\metal_1896.npy,metal,6
..\augmented_dataset\disco\disco_1984.npy,disco,3
..\augmented_dataset\rock\rock_1082.npy,rock,9
..\augmented_dataset\jazz\jazz_0606.npy,jazz,5
..\augmented_dataset\jazz\jazz_1399.npy,jazz,5
..\augmented_dataset\country\country_1242.npy,country,2
..\augmented_dataset\classical\classical_0688.npy,classical,1
..\augmented_dataset\country\country_0905.npy,country,2
..\augmented_dataset\blues\blues_1542.npy,blues,0
..\augmented_dataset\disco\disco_1711.npy,disco,3
..\augmented_dataset\metal\metal_1161.npy,metal,6
..\augmented_dataset\pop\pop_1544.npy,pop,7
..\augmented_dataset\metal\metal_1078.npy,metal,6
..\augmented_dataset\reggae\reggae_1709.npy,reggae,8
..\augmented_dataset\hiphop\hiphop_1924.npy,hiphop,4
..\augmented_dataset\disco\disco_0012.npy,disco,3
..\augmented_dataset\rock\rock_1753.npy,rock,9
..\augmented_dataset\country\country_1873.npy,country,2
..\augmented_dataset\jazz\jazz_1475.npy,jazz,5
..\augmented_dataset\pop\pop_0454.npy,pop,7
..\augmented_dataset\jazz\jazz_0168.npy,jazz,5
..\augmented_dataset\hiphop\hiphop_1759.npy,hiphop,4
..\augmented_dataset\blues\blues_1555.npy,blues,0
..\augmented_dataset\country\country_0373.npy,country,2
..\augmented_dataset\pop\pop_0451.npy,pop,7
..\augmented_dataset\metal\metal_0776.npy,metal,6
..\augmented_dataset\blues\blues_0063.npy,blues,0
..\augmented_dataset\pop\pop_1141.npy,pop,7
..\augmented_dataset\metal\metal_0447.npy,metal,6
..\augmented_dataset\rock\rock_0967.npy,rock,9
..\augmented_dataset\rock\rock_1179.npy,rock,9
..\augmented_dataset\blues\blues_1201.npy,blues,0
..\augmented_dataset\hiphop\hiphop_1033.npy,hiphop,4
..\augmented_dataset\reggae\reggae_0992.npy,reggae,8
..\augmented_dataset\pop\pop_1830.npy,pop,7
..\augmented_dataset\metal\metal_0897.npy,metal,6
..\augmented_dataset\blues\blues_0741.npy,blues,0
..\augmented_dataset\rock\rock_1510.npy,rock,9
..\augmented_dataset\reggae\reggae_0189.npy,reggae,8
..\augmented_dataset\rock\rock_1892.npy,rock,9
..\augmented_dataset\rock\rock_1363.npy,rock,9
..\augmented_dataset\pop\pop_1866.npy,pop,7
..\augmented_dataset\disco\disco_1893.npy,disco,3
..\augmented_dataset\blues\blues_0108.npy,blues,0
..\augmented_dataset\hiphop\hiphop_1626.npy,hiphop,4
..\augmented_dataset\classical\classical_0252.npy,classical,1
..\augmented_dataset\blues\blues_0341.npy,blues,0
..\augmented_dataset\jazz\jazz_0665.npy,jazz,5
..\augmented_dataset\country\country_0728.npy,country,2
..\augmented_dataset\pop\pop_0459.npy,pop,7
..\augmented_dataset\country\country_0206.npy,country,2
..\augmented_dataset\blues\blues_0664.npy,blues,0
..\augmented_dataset\rock\rock_0105.npy,rock,9
..\augmented_dataset\country\country_0184.npy,country,2
..\augmented_dataset\metal\metal_1856.npy,metal,6
..\augmented_dataset\blues\blues_0431.npy,blues,0
..\augmented_dataset\reggae\reggae_1780.npy,reggae,8
..\augmented_dataset\jazz\jazz_0689.npy,jazz,5
..\augmented_dataset\metal\metal_0182.npy,metal,6
..\augmented_dataset\metal\metal_0866.npy,metal,6
..\augmented_dataset\classical\classical_0613.npy,classical,1
..\augmented_dataset\reggae\reggae_1145.npy,reggae,8
..\augmented_dataset\classical\classical_1994.npy,classical,1
..\augmented_dataset\blues\blues_1210.npy,blues,0
..\augmented_dataset\blues\blues_0425.npy,blues,0
..\augmented_dataset\disco\disco_1237.npy,disco,3
..\augmented_dataset\disco\disco_0052.npy,disco,3
..\augmented_dataset\pop\pop_1912.npy,pop,7
..\augmented_dataset\jazz\jazz_0856.npy,jazz,5
..\augmented_dataset\hiphop\hiphop_1143.npy,hiphop,4
..\augmented_dataset\reggae\reggae_1253.npy,reggae,8
..\augmented_dataset\reggae\reggae_1975.npy,reggae,8
..\augmented_dataset\country\country_0764.npy,country,2
..\augmented_dataset\reggae\reggae_1456.npy,reggae,8
..\augmented_dataset\metal\metal_1232.npy,metal,6
..\augmented_dataset\classical\classical_0436.npy,classical,1
..\augmented_dataset\reggae\reggae_1534.npy,reggae,8
..\augmented_dataset\blues\blues_1718.npy,blues,0
..\augmented_dataset\rock\rock_1512.npy,rock,9
..\augmented_dataset\country\country_0307.npy,country,2
..\augmented_dataset\pop\pop_1537.npy,pop,7
..\augmented_dataset\disco\disco_0209.npy,disco,3
..\augmented_dataset\jazz\jazz_1104.npy,jazz,5
..\augmented_dataset\country\country_0054.npy,country,2
..\augmented_dataset\pop\pop_0124.npy,pop,7
..\augmented_dataset\classical\classical_0006.npy,classical,1
..\augmented_dataset\classical\classical_0470.npy,classical,1
..\augmented_dataset\disco\disco_0268.npy,disco,3
..\augmented_dataset\country\country_0122.npy,country,2
..\augmented_dataset\metal\metal_0438.npy,metal,6
..\augmented_dataset\rock\rock_0859.npy,rock,9
..\augmented_dataset\rock\rock_1409.npy,rock,9
..\augmented_dataset\reggae\reggae_1906.npy,reggae,8
..\augmented_dataset\jazz\jazz_1716.npy,jazz,5
..\augmented_dataset\country\country_1830.npy,country,2
..\augmented_dataset\country\country_0139.npy,country,2
..\augmented_dataset\reggae\reggae_0821.npy,reggae,8
..\augmented_dataset\blues\blues_1470.npy,blues,0
..\augmented_dataset\metal\metal_1023.npy,metal,6
..\augmented_dataset\reggae\reggae_0476.npy,reggae,8
..\augmented_dataset\hiphop\hiphop_0978.npy,hiphop,4
..\augmented_dataset\disco\disco_1561.npy,disco,3
..\augmented_dataset\reggae\reggae_1352.npy,reggae,8
..\augmented_dataset\disco\disco_1694.npy,disco,3
..\augmented_dataset\blues\blues_0892.npy,blues,0
..\augmented_dataset\disco\disco_0752.npy,disco,3
..\augmented_dataset\disco\disco_0087.npy,disco,3
..\augmented_dataset\hiphop\hiphop_1404.npy,hiphop,4
..\augmented_dataset\metal\metal_1889.npy,metal,6
..\augmented_dataset\disco\disco_0496.npy,disco,3
..\augmented_dataset\pop\pop_0169.npy,pop,7
..\augmented_dataset\pop\pop_0609.npy,pop,7
..\augmented_dataset\metal\metal_1991.npy,metal,6
..\augmented_dataset\blues\blues_1111.npy,blues,0
..\augmented_dataset\blues\blues_1464.npy,blues,0
..\augmented_dataset\pop\pop_0099.npy,pop,7
..\augmented_dataset\pop\pop_0082.npy,pop,7
..\augmented_dataset\blues\blues_0938.npy,blues,0
..\augmented_dataset\reggae\reggae_1028.npy,reggae,8
..\augmented_dataset\blues\blues_1083.npy,blues,0
..\augmented_dataset\rock\rock_1035.npy,rock,9
..\augmented_dataset\country\country_0233.npy,country,2
..\augmented_dataset\pop\pop_0627.npy,pop,7
..\augmented_dataset\metal\metal_0200.npy,metal,6
..\augmented_dataset\rock\rock_1079.npy,rock,9
..\augmented_dataset\blues\blues_1169.npy,blues,0
..\augmented_dataset\classical\classical_0633.npy,classical,1
..\augmented_dataset\blues\blues_1830.npy,blues,0
..\augmented_dataset\rock\rock_0901.npy,rock,9
..\augmented_dataset\pop\pop_1844.npy,pop,7
..\augmented_dataset\country\country_1329.npy,country,2
..\augmented_dataset\metal\metal_1668.npy,metal,6
..\augmented_dataset\jazz\jazz_0090.npy,jazz,5
..\augmented_dataset\classical\classical_1833.npy,classical,1
..\augmented_dataset\pop\pop_1700.npy,pop,7
..\augmented_dataset\metal\metal_0740.npy,metal,6
..\augmented_dataset\country\country_0740.npy,country,2
..\augmented_dataset\country\country_1304.npy,country,2
..\augmented_dataset\jazz\jazz_1060.npy,jazz,5
..\augmented_dataset\rock\rock_0823.npy,rock,9
..\augmented_dataset\country\country_0963.npy,country,2
..\augmented_dataset\hiphop\hiphop_1511.npy,hiphop,4
..\augmented_dataset\country\country_0867.npy,country,2
..\augmented_dataset\classical\classical_0536.npy,classical,1
..\augmented_dataset\metal\metal_0375.npy,metal,6
..\augmented_dataset\blues\blues_0071.npy,blues,0
..\augmented_dataset\rock\rock_0003.npy,rock,9
..\augmented_dataset\blues\blues_0979.npy,blues,0
..\augmented_dataset\classical\classical_0585.npy,classical,1
..\augmented_dataset\rock\rock_1176.npy,rock,9
..\augmented_dataset\rock\rock_1149.npy,rock,9
..\augmented_dataset\classical\classical_0543.npy,classical,1
..\augmented_dataset\metal\metal_1230.npy,metal,6
..\augmented_dataset\classical\classical_1908.npy,classical,1
..\augmented_dataset\blues\blues_0271.npy,blues,0
..\augmented_dataset\disco\disco_1982.npy,disco,3
..\augmented_dataset\rock\rock_1094.npy,rock,9
..\augmented_dataset\pop\pop_0212.npy,pop,7
..\augmented_dataset\country\country_0804.npy,country,2
..\augmented_dataset\hiphop\hiphop_0498.npy,hiphop,4
..\augmented_dataset\classical\classical_0844.npy,classical,1
..\augmented_dataset\reggae\reggae_0070.npy,reggae,8
..\augmented_dataset\metal\metal_0218.npy,metal,6
..\augmented_dataset\classical\classical_1378.npy,classical,1
..\augmented_dataset\classical\classical_1192.npy,classical,1
..\augmented_dataset\jazz\jazz_1314.npy,jazz,5
..\augmented_dataset\classical\classical_1728.npy,classical,1
..\augmented_dataset\rock\rock_0366.npy,rock,9
..\augmented_dataset\jazz\jazz_0140.npy,jazz,5
..\augmented_dataset\blues\blues_1693.npy,blues,0
..\augmented_dataset\blues\blues_1460.npy,blues,0
..\augmented_dataset\reggae\reggae_0036.npy,reggae,8
..\augmented_dataset\metal\metal_0763.npy,metal,6
..\augmented_dataset\blues\blues_0092.npy,blues,0
..\augmented_dataset\pop\pop_1264.npy,pop,7
..\augmented_dataset\metal\metal_1270.npy,metal,6
..\augmented_dataset\hiphop\hiphop_0725.npy,hiphop,4
..\augmented_dataset\disco\disco_0017.npy,disco,3
..\augmented_dataset\reggae\reggae_0125.npy,reggae,8
..\augmented_dataset\reggae\reggae_1429.npy,reggae,8
..\augmented_dataset\rock\rock_0131.npy,rock,9
..\augmented_dataset\rock\rock_0305.npy,rock,9
..\augmented_dataset\disco\disco_1870.npy,disco,3
..\augmented_dataset\hiphop\hiphop_1397.npy,hiphop,4
..\augmented_dataset\classical\classical_1936.npy,classical,1
..\augmented_dataset\reggae\reggae_1169.npy,reggae,8
..\augmented_dataset\rock\rock_0290.npy,rock,9
..\augmented_dataset\rock\rock_0462.npy,rock,9
..\augmented_dataset\country\country_0399.npy,country,2
..\augmented_dataset\hiphop\hiphop_0855.npy,hiphop,4
..\augmented_dataset\hiphop\hiphop_1548.npy,hiphop,4
..\augmented_dataset\classical\classical_0576.npy,classical,1
..\augmented_dataset\jazz\jazz_1677.npy,jazz,5
..\augmented_dataset\jazz\jazz_1447.npy,jazz,5
..\augmented_dataset\hiphop\hiphop_1809.npy,hiphop,4
..\augmented_dataset\disco\disco_1277.npy,disco,3
..\augmented_dataset\blues\blues_0630.npy,blues,0
..\augmented_dataset\hiphop\hiphop_1812.npy,hiphop,4
..\augmented_dataset\rock\rock_1825.npy,rock,9
..\augmented_dataset\classical\classical_0206.npy,classical,1
..\augmented_dataset\classical\classical_1849.npy,classical,1
..\augmented_dataset\jazz\jazz_0011.npy,jazz,5
..\augmented_dataset\pop\pop_0861.npy,pop,7
..\augmented_dataset\rock\rock_0463.npy,rock,9
..\augmented_dataset\metal\metal_0135.npy,metal,6
..\augmented_dataset\disco\disco_1441.npy,disco,3
..\augmented_dataset\metal\metal_1212.npy,metal,6
..\augmented_dataset\country\country_0719.npy,country,2
..\augmented_dataset\metal\metal_1653.npy,metal,6
..\augmented_dataset\hiphop\hiphop_1842.npy,hiphop,4
..\augmented_dataset\pop\pop_1085.npy,pop,7
..\augmented_dataset\disco\disco_1659.npy,disco,3
..\augmented_dataset\rock\rock_1222.npy,rock,9
..\augmented_dataset\blues\blues_0921.npy,blues,0
..\augmented_dataset\metal\metal_1384.npy,metal,6
..\augmented_dataset\reggae\reggae_0004.npy,reggae,8
..\augmented_dataset\disco\disco_1057.npy,disco,3
..\augmented_dataset\disco\disco_1388.npy,disco,3
..\augmented_dataset\jazz\jazz_1966.npy,jazz,5
..\augmented_dataset\rock\rock_1851.npy,rock,9
..\augmented_dataset\pop\pop_0487.npy,pop,7
..\augmented_dataset\reggae\reggae_0371.npy,reggae,8
..\augmented_dataset\disco\disco_1968.npy,disco,3
..\augmented_dataset\reggae\reggae_1044.npy,reggae,8
..\augmented_dataset\disco\disco_1752.npy,disco,3
..\augmented_dataset\blues\blues_0426.npy,blues,0
..\augmented_dataset\blues\blues_1065.npy,blues,0
..\augmented_dataset\rock\rock_0199.npy,rock,9
..\augmented_dataset\country\country_0130.npy,country,2
..\augmented_dataset\disco\disco_0311.npy,disco,3
..\augmented_dataset\country\country_1975.npy,country,2
..\augmented_dataset\metal\metal_1913.npy,metal,6
..\augmented_dataset\pop\pop_0963.npy,pop,7
..\augmented_dataset\country\country_1464.npy,country,2
..\augmented_dataset\jazz\jazz_0920.npy,jazz,5
..\augmented_dataset\hiphop\hiphop_1608.npy,hiphop,4
..\augmented_dataset\reggae\reggae_0473.npy,reggae,8
..\augmented_dataset\hiphop\hiphop_1071.npy,hiphop,4
..\augmented_dataset\pop\pop_0592.npy,pop,7
..\augmented_dataset\disco\disco_0022.npy,disco,3
..\augmented_dataset\country\country_0620.npy,country,2
..\augmented_dataset\disco\disco_1180.npy,disco,3
..\augmented_dataset\disco\disco_1418.npy,disco,3
..\augmented_dataset\country\country_0994.npy,country,2
..\augmented_dataset\blues\blues_1270.npy,blues,0
..\augmented_dataset\classical\classical_1781.npy,classical,1
..\augmented_dataset\reggae\reggae_1884.npy,reggae,8
..\augmented_dataset\reggae\reggae_0388.npy,reggae,8
..\augmented_dataset\hiphop\hiphop_0409.npy,hiphop,4
..\augmented_dataset\disco\disco_1883.npy,disco,3
..\augmented_dataset\metal\metal_0416.npy,metal,6
..\augmented_dataset\rock\rock_0598.npy,rock,9
..\augmented_dataset\pop\pop_0681.npy,pop,7
..\augmented_dataset\classical\classical_0434.npy,classical,1
..\augmented_dataset\pop\pop_0722.npy,pop,7
..\augmented_dataset\reggae\reggae_0514.npy,reggae,8
..\augmented_dataset\blues\blues_1651.npy,blues,0
..\augmented_dataset\rock\rock_1677.npy,rock,9
..\augmented_dataset\classical\classical_1040.npy,classical,1
..\augmented_dataset\hiphop\hiphop_0219.npy,hiphop,4
..\augmented_dataset\rock\rock_1993.npy,rock,9
..\augmented_dataset\jazz\jazz_0285.npy,jazz,5
..\augmented_dataset\pop\pop_0230.npy,pop,7
..\augmented_dataset\reggae\reggae_1397.npy,reggae,8
..\augmented_dataset\rock\rock_1360.npy,rock,9
..\augmented_dataset\rock\rock_1288.npy,rock,9
..\augmented_dataset\reggae\reggae_0207.npy,reggae,8
..\augmented_dataset\blues\blues_0324.npy,blues,0
..\augmented_dataset\blues\blues_1229.npy,blues,0
..\augmented_dataset\hiphop\hiphop_0097.npy,hiphop,4
..\augmented_dataset\classical\classical_0048.npy,classical,1
..\augmented_dataset\reggae\reggae_0975.npy,reggae,8
..\augmented_dataset\disco\disco_1784.npy,disco,3
..\augmented_dataset\blues\blues_0560.npy,blues,0
..\augmented_dataset\classical\classical_1547.npy,classical,1
..\augmented_dataset\metal\metal_1815.npy,metal,6
..\augmented_dataset\hiphop\hiphop_1711.npy,hiphop,4
..\augmented_dataset\metal\metal_1372.npy,metal,6
..\augmented_dataset\classical\classical_0270.npy,classical,1
..\augmented_dataset\classical\classical_1838.npy,classical,1
..\augmented_dataset\hiphop\hiphop_1350.npy,hiphop,4
..\augmented_dataset\classical\classical_0675.npy,classical,1
..\augmented_dataset\reggae\reggae_1583.npy,reggae,8
..\augmented_dataset\country\country_1373.npy,country,2
..\augmented_dataset\blues\blues_0046.npy,blues,0
..\augmented_dataset\pop\pop_1341.npy,pop,7
..\augmented_dataset\jazz\jazz_0699.npy,jazz,5
..\augmented_dataset\jazz\jazz_0163.npy,jazz,5
..\augmented_dataset\metal\metal_0060.npy,metal,6
..\augmented_dataset\disco\disco_0077.npy,disco,3
..\augmented_dataset\pop\pop_1648.npy,pop,7
..\augmented_dataset\metal\metal_0839.npy,metal,6
..\augmented_dataset\country\country_0896.npy,country,2
..\augmented_dataset\classical\classical_1724.npy,classical,1
..\augmented_dataset\country\country_0630.npy,country,2
..\augmented_dataset\rock\rock_1089.npy,rock,9
..\augmented_dataset\blues\blues_0411.npy,blues,0
..\augmented_dataset\pop\pop_0913.npy,pop,7
..\augmented_dataset\blues\blues_1535.npy,blues,0
..\augmented_dataset\jazz\jazz_1734.npy,jazz,5
..\augmented_dataset\metal\metal_1713.npy,metal,6
..\augmented_dataset\rock\rock_0134.npy,rock,9
..\augmented_dataset\jazz\jazz_0374.npy,jazz,5
..\augmented_dataset\reggae\reggae_1609.npy,reggae,8
..\augmented_dataset\pop\pop_1239.npy,pop,7
..\augmented_dataset\pop\pop_1283.npy,pop,7
..\augmented_dataset\blues\blues_1914.npy,blues,0
..\augmented_dataset\disco\disco_0373.npy,disco,3
..\augmented_dataset\blues\blues_1102.npy,blues,0
..\augmented_dataset\disco\disco_0528.npy,disco,3
..\augmented_dataset\hiphop\hiphop_1108.npy,hiphop,4
..\augmented_dataset\rock\rock_1356.npy,rock,9
..\augmented_dataset\hiphop\hiphop_1606.npy,hiphop,4
..\augmented_dataset\blues\blues_0314.npy,blues,0
..\augmented_dataset\hiphop\hiphop_1450.npy,hiphop,4
..\augmented_dataset\rock\rock_1592.npy,rock,9
..\augmented_dataset\country\country_0577.npy,country,2
..\augmented_dataset\reggae\reggae_1787.npy,reggae,8
..\augmented_dataset\jazz\jazz_0719.npy,jazz,5
..\augmented_dataset\blues\blues_0419.npy,blues,0
..\augmented_dataset\jazz\jazz_1896.npy,jazz,5
..\augmented_dataset\country\country_1460.npy,country,2
..\augmented_dataset\pop\pop_1589.npy,pop,7
..\augmented_dataset\classical\classical_1612.npy,classical,1
..\augmented_dataset\metal\metal_1334.npy,metal,6
..\augmented_dataset\rock\rock_0595.npy,rock,9
..\augmented_dataset\classical\classical_0777.npy,classical,1
..\augmented_dataset\country\country_1300.npy,country,2
..\augmented_dataset\pop\pop_1689.npy,pop,7
..\augmented_dataset\pop\pop_1627.npy,pop,7
..\augmented_dataset\hiphop\hiphop_0261.npy,hiphop,4
..\augmented_dataset\blues\blues_1883.npy,blues,0
..\augmented_dataset\metal\metal_0610.npy,metal,6
..\augmented_dataset\classical\classical_1889.npy,classical,1
..\augmented_dataset\country\country_1202.npy,country,2
..\augmented_dataset\country\country_1871.npy,country,2
..\augmented_dataset\reggae\reggae_1971.npy,reggae,8
..\augmented_dataset\classical\classical_0193.npy,classical,1
..\augmented_dataset\pop\pop_1824.npy,pop,7
..\augmented_dataset\pop\pop_1425.npy,pop,7
..\augmented_dataset\rock\rock_0579.npy,rock,9
..\augmented_dataset\metal\metal_0888.npy,metal,6
..\augmented_dataset\country\country_1148.npy,country,2
..\augmented_dataset\country\country_0017.npy,country,2
..\augmented_dataset\reggae\reggae_0177.npy,reggae,8
..\augmented_dataset\hiphop\hiphop_0843.npy,hiphop,4
..\augmented_dataset\classical\classical_0559.npy,classical,1
..\augmented_dataset\blues\blues_1654.npy,blues,0
..\augmented_dataset\blues\blues_0574.npy,blues,0
..\augmented_dataset\blues\blues_1983.npy,blues,0
..\augmented_dataset\jazz\jazz_0236.npy,jazz,5
..\augmented_dataset\pop\pop_1436.npy,pop,7
..\augmented_dataset\rock\rock_0758.npy,rock,9
..\augmented_dataset\reggae\reggae_0172.npy,reggae,8
..\augmented_dataset\metal\metal_0931.npy,metal,6
..\augmented_dataset\classical\classical_1262.npy,classical,1
..\augmented_dataset\jazz\jazz_1145.npy,jazz,5
..\augmented_dataset\blues\blues_1311.npy,blues,0
..\augmented_dataset\jazz\jazz_0759.npy,jazz,5
..\augmented_dataset\rock\rock_0650.npy,rock,9
..\augmented_dataset\hiphop\hiphop_1646.npy,hiphop,4
..\augmented_dataset\rock\rock_1737.npy,rock,9
..\augmented_dataset\country\country_0837.npy,country,2
..\augmented_dataset\classical\classical_1644.npy,classical,1
..\augmented_dataset\hiphop\hiphop_0014.npy,hiphop,4
..\augmented_dataset\jazz\jazz_1612.npy,jazz,5
..\augmented_dataset\classical\classical_1636.npy,classical,1
..\augmented_dataset\country\country_0793.npy,country,2
..\augmented_dataset\country\country_1173.npy,country,2
..\augmented_dataset\disco\disco_0633.npy,disco,3
..\augmented_dataset\blues\blues_0886.npy,blues,0
..\augmented_dataset\jazz\jazz_1823.npy,jazz,5
..\augmented_dataset\reggae\reggae_1831.npy,reggae,8
..\augmented_dataset\hiphop\hiphop_1743.npy,hiphop,4
..\augmented_dataset\reggae\reggae_0883.npy,reggae,8
..\augmented_dataset\blues\blues_1805.npy,blues,0
..\augmented_dataset\metal\metal_0831.npy,metal,6
..\augmented_dataset\classical\classical_0596.npy,classical,1
..\augmented_dataset\blues\blues_0711.npy,blues,0
..\augmented_dataset\country\country_0583.npy,country,2
..\augmented_dataset\country\country_1365.npy,country,2
..\augmented_dataset\metal\metal_0993.npy,metal,6
..\augmented_dataset\country\country_0143.npy,country,2
..\augmented_dataset\pop\pop_1211.npy,pop,7
..\augmented_dataset\hiphop\hiphop_1237.npy,hiphop,4
..\augmented_dataset\hiphop\hiphop_0026.npy,hiphop,4
..\augmented_dataset\disco\disco_1686.npy,disco,3
..\augmented_dataset\hiphop\hiphop_0554.npy,hiphop,4
..\augmented_dataset\pop\pop_0010.npy,pop,7
..\augmented_dataset\country\country_0656.npy,country,2
..\augmented_dataset\country\country_1177.npy,country,2
..\augmented_dataset\jazz\jazz_0766.npy,jazz,5
..\augmented_dataset\hiphop\hiphop_0974.npy,hiphop,4
..\augmented_dataset\jazz\jazz_0812.npy,jazz,5
..\augmented_dataset\classical\classical_0840.npy,classical,1
..\augmented_dataset\rock\rock_1480.npy,rock,9
..\augmented_dataset\country\country_1892.npy,country,2
..\augmented_dataset\rock\rock_0016.npy,rock,9
..\augmented_dataset\rock\rock_0205.npy,rock,9
..\augmented_dataset\country\country_1699.npy,country,2
..\augmented_dataset\pop\pop_0735.npy,pop,7
..\augmented_dataset\metal\metal_0910.npy,metal,6
..\augmented_dataset\disco\disco_0322.npy,disco,3
..\augmented_dataset\pop\pop_0191.npy,pop,7
..\augmented_dataset\hiphop\hiphop_1371.npy,hiphop,4
..\augmented_dataset\hiphop\hiphop_0694.npy,hiphop,4
..\augmented_dataset\blues\blues_0685.npy,blues,0
..\augmented_dataset\hiphop\hiphop_0325.npy,hiphop,4
..\augmented_dataset\reggae\reggae_0573.npy,reggae,8
..\augmented_dataset\rock\rock_0037.npy,rock,9
..\augmented_dataset\blues\blues_1091.npy,blues,0
..\augmented_dataset\classical\classical_1906.npy,classical,1
..\augmented_dataset\jazz\jazz_1321.npy,jazz,5
..\augmented_dataset\metal\metal_0762.npy,metal,6
..\augmented_dataset\reggae\reggae_0557.npy,reggae,8
..\augmented_dataset\jazz\jazz_0524.npy,jazz,5
..\augmented_dataset\hiphop\hiphop_0638.npy,hiphop,4
..\augmented_dataset\jazz\jazz_0476.npy,jazz,5
..\augmented_dataset\country\country_1560.npy,country,2
..\augmented_dataset\metal\metal_1865.npy,metal,6
..\augmented_dataset\jazz\jazz_1160.npy,jazz,5
..\augmented_dataset\rock\rock_0449.npy,rock,9
..\augmented_dataset\reggae\reggae_0394.npy,reggae,8
..\augmented_dataset\country\country_1200.npy,country,2
..\augmented_dataset\rock\rock_0655.npy,rock,9
..\augmented_dataset\jazz\jazz_0303.npy,jazz,5
..\augmented_dataset\disco\disco_1743.npy,disco,3
..\augmented_dataset\disco\disco_1939.npy,disco,3
..\augmented_dataset\jazz\jazz_1165.npy,jazz,5
..\augmented_dataset\pop\pop_1098.npy,pop,7
..\augmented_dataset\hiphop\hiphop_1986.npy,hiphop,4
..\augmented_dataset\blues\blues_0778.npy,blues,0
..\augmented_dataset\metal\metal_0150.npy,metal,6
..\augmented_dataset\classical\classical_0074.npy,classical,1
..\augmented_dataset\hiphop\hiphop_1798.npy,hiphop,4
..\augmented_dataset\metal\metal_1202.npy,metal,6
..\augmented_dataset\blues\blues_0965.npy,blues,0
..\augmented_dataset\pop\pop_1522.npy,pop,7
..\augmented_dataset\jazz\jazz_1463.npy,jazz,5
..\augmented_dataset\hiphop\hiphop_0476.npy,hiphop,4
..\augmented_dataset\rock\rock_0448.npy,rock,9
..\augmented_dataset\metal\metal_1397.npy,metal,6
..\augmented_dataset\hiphop\hiphop_0216.npy,hiphop,4
..\augmented_dataset\blues\blues_0816.npy,blues,0
..\augmented_dataset\classical\classical_0271.npy,classical,1
..\augmented_dataset\pop\pop_0835.npy,pop,7
..\augmented_dataset\rock\rock_0879.npy,rock,9
..\augmented_dataset\blues\blues_1125.npy,blues,0
..\augmented_dataset\classical\classical_1785.npy,classical,1
..\augmented_dataset\pop\pop_1056.npy,pop,7
..\augmented_dataset\country\country_1519.npy,country,2
..\augmented_dataset\jazz\jazz_1739.npy,jazz,5
